4,4,20,20,22,80,0.018684,0.141855,0.127009
4,4,21,20,23,81,0.014356,0.145234,0.145243
4,4,22,20,24,84,0.015800,0.145843,0.171658
4,4,23,20,25,88,0.015848,0.158828,0.196103
4,4,24,20,26,92,0.015841,0.182853,0.224834
4,4,25,20,27,94,0.017430,0.191803,0.228675
4,4,26,20,28,98,0.017503,0.195039,0.250882
4,4,27,20,29,99,0.011498,0.232512,0.255552
4,4,28,20,30,104,0.006865,0.260379,0.330091
4,4,29,20,31,110,0.007181,0.285472,0.356721
4,4,30,20,32,115,0.007228,0.293703,0.410065
4,4,31,20,33,117,0.007689,0.341975,0.416774
4,4,32,20,34,118,0.008159,0.393279,0.447892
4,4,33,20,35,118,0.008041,0.410536,0.525865
4,4,34,20,36,120,0.008098,0.406493,0.514767
4,4,35,20,37,123,0.008555,0.504614,0.552994
4,4,36,20,38,131,0.009222,0.475587,0.600875
4,4,37,20,39,131,0.009401,0.523794,0.595732
4,4,38,20,40,132,0.009412,0.563531,0.694976
4,4,39,20,41,136,0.009926,0.565143,0.741604
4,4,40,20,42,136,0.010080,0.617858,0.727252
4,4,41,20,43,139,0.010702,0.695926,0.793746
4,4,42,20,44,144,0.011237,0.747009,0.837949
4,4,43,20,45,145,0.011224,0.799320,0.849967
4,5,20,24,22,108,0.006557,0.247076,0.169214
4,4,44,20,46,151,0.011871,0.961222,1.032331
4,4,45,20,47,155,0.012248,1.016247,1.226237
4,5,21,24,23,103,0.006560,0.200608,0.171247
4,5,28,24,30,126,0.008984,0.389665,0.340877
4,4,46,20,48,157,0.012301,1.155238,1.226176
4,5,22,24,24,109,0.007024,0.228499,0.181381
4,4,47,20,49,156,0.012630,1.174960,1.262450
4,5,29,24,31,127,0.009322,0.372798,0.342305
4,4,48,20,50,157,0.013076,1.212984,1.247611
4,5,23,24,25,113,0.007355,0.290948,0.238235
4,5,24,24,26,116,0.007697,0.315571,0.256097
4,4,49,20,51,162,0.024023,1.180565,1.438105
4,5,30,24,32,129,0.009401,0.497675,0.362313
4,5,25,24,27,115,0.007553,0.294493,0.290871
4,4,50,20,52,163,0.023060,1.298037,1.400283
4,5,36,24,38,145,0.021802,0.613098,0.666225
4,5,26,24,28,115,0.007881,0.297962,0.269161
4,5,31,24,33,134,0.009854,0.486288,0.466399
4,5,27,24,29,122,0.008079,0.320795,0.302444
4,5,37,24,39,153,0.012367,0.696921,0.717661
4,5,32,24,34,141,0.025961,0.581996,0.541431
4,5,33,24,35,151,0.011169,0.597230,0.582817
4,5,38,24,40,163,0.013195,0.859523,0.832996
4,5,34,24,36,145,0.011403,0.643488,0.604547
4,5,35,24,37,145,0.011306,0.544716,0.676181
4,5,39,24,41,166,0.022948,0.966706,0.878349
4,5,44,24,46,186,0.016026,1.235239,1.320223
4,5,40,24,42,170,0.014437,0.997254,0.900020
4,6,21,28,23,133,0.009086,0.392650,0.229807
4,5,41,24,43,166,0.014020,1.101766,0.965615
4,5,45,24,47,179,0.024220,1.346997,1.240593
4,5,42,24,44,173,0.030048,1.214053,0.994019
4,6,22,28,24,132,0.009269,0.450170,0.271023
4,5,43,24,45,177,0.023072,1.206193,1.055170
4,5,46,24,48,178,0.016371,1.446785,1.376722
4,6,29,28,31,152,0.012063,0.758632,0.532726
4,6,20,28,22,127,0.008830,0.375818,0.209684
4,6,23,28,25,127,0.009349,0.407640,0.309076
4,6,30,28,32,132,0.011075,0.545901,0.514682
4,5,47,24,49,186,0.017215,1.573203,1.722301
4,6,28,28,30,123,0.010192,0.524692,0.442835
4,6,37,28,39,148,0.024416,0.863215,0.894085
4,6,31,28,33,133,0.011099,0.567221,0.534687
4,6,24,28,26,116,0.008805,0.414659,0.326551
4,5,48,24,50,187,0.017515,1.923142,1.869852
4,6,38,28,40,179,0.016422,1.091383,0.910119
4,6,25,28,27,120,0.009217,0.367287,0.355557
4,5,49,24,51,198,0.028111,2.055531,2.210677
4,6,36,28,38,177,0.024174,1.069917,0.850442
4,6,32,28,34,152,0.012197,0.644428,0.603190
4,6,26,28,28,116,0.009095,0.361383,0.349077
4,6,39,28,41,178,0.026193,1.151058,1.119825
4,5,50,24,52,203,0.028053,2.542899,2.286195
4,6,33,28,35,161,0.025958,0.810741,0.636446
4,6,27,28,29,130,0.030502,0.458222,0.364785
4,6,45,28,47,208,0.023667,1.692330,1.870210
4,6,34,28,36,173,0.015022,1.010987,0.695002
4,6,40,28,42,190,0.027698,1.472044,1.333613
4,7,22,32,24,152,0.011450,0.757790,0.335716
4,6,46,28,48,207,0.021518,2.060315,1.921857
4,6,35,28,37,167,0.014317,0.888134,0.948159
4,6,44,28,46,194,0.018825,1.937396,1.881917
4,6,41,28,43,188,0.027516,1.711234,1.509904
4,7,23,32,25,147,0.013093,0.571957,0.289875
4,7,21,32,23,143,0.019488,0.509756,0.258540
4,7,30,32,32,178,0.015792,0.985511,0.572629
4,6,47,28,49,211,0.021919,2.236975,1.816668
4,6,42,28,44,194,0.018238,1.731318,1.423207
4,7,24,32,26,146,0.019537,0.583913,0.330109
4,7,29,32,31,165,0.015979,0.903316,0.572833
4,7,31,32,33,185,0.016302,1.152640,0.729790
4,6,48,28,50,213,0.021148,1.855945,2.000297
4,6,43,28,45,195,0.028155,1.615019,1.452616
4,7,20,32,22,137,0.019443,0.508241,0.226971
4,7,25,32,27,151,0.012699,0.683935,0.409480
4,7,38,32,40,224,0.021705,1.787147,1.385601
4,7,32,32,34,214,0.019126,1.357857,0.969015
4,6,49,28,51,227,0.025623,2.276650,2.113792
4,7,28,32,30,175,0.024441,0.935807,0.567293
4,7,37,32,39,247,0.031645,2.054373,1.555454
4,7,39,32,41,252,0.026418,2.053996,1.678238
4,7,26,32,28,185,0.014616,0.899017,0.507550
4,7,33,32,35,230,0.020486,1.614610,0.975085
4,6,50,28,52,242,0.025172,2.745224,3.033359
4,7,40,32,42,242,0.026002,2.030884,1.775502
4,7,36,32,38,236,0.031599,1.736155,1.414352
4,7,34,32,36,219,0.031056,1.433186,1.142323
4,7,27,32,29,203,0.016656,1.124619,0.568384
4,7,46,32,48,273,0.030402,3.181936,2.517158
4,7,41,32,43,246,0.025978,2.210247,1.609239
4,8,23,36,25,170,0.014216,0.833318,0.427550
4,7,45,32,47,256,0.028622,3.204752,2.126622
4,7,35,32,37,214,0.028317,1.457009,1.193208
4,7,47,32,49,268,0.031338,3.039617,2.721252
4,8,22,36,24,146,0.021586,0.636870,0.477471
4,7,42,32,44,246,0.026918,2.460256,1.890246
4,7,44,32,46,257,0.041180,2.833833,2.102780
4,8,31,36,33,192,0.019017,1.288140,0.949594
4,8,24,36,26,181,0.015879,1.035037,0.486863
4,7,48,32,50,267,0.030635,3.027485,2.564514
4,8,21,36,23,161,0.013030,0.811626,0.349895
4,8,30,36,32,196,0.034375,1.478791,0.856825
4,8,25,36,27,174,0.014671,0.881907,0.547610
4,7,43,32,45,243,0.026157,2.101146,1.816472
4,8,32,36,34,205,0.027746,1.593685,1.026953
4,8,29,36,31,186,0.017531,1.178416,0.689576
4,7,49,32,51,263,0.031056,3.103217,3.059457
4,8,20,36,22,146,0.012094,0.641650,0.318766
4,8,39,36,41,231,0.034261,2.214370,1.587042
4,8,33,36,35,208,0.021838,1.675071,1.000117
4,8,26,36,28,184,0.016730,1.195269,0.709276
4,8,28,36,30,195,0.017927,1.343264,0.840967
4,8,38,36,40,238,0.026467,2.569370,1.774515
4,7,50,32,52,249,0.030468,3.031035,2.748507
4,8,37,36,39,224,0.024634,2.047514,1.383292
4,8,40,36,42,232,0.026645,2.393214,1.724304
4,8,27,36,29,190,0.027004,1.151598,0.671140
4,8,34,36,36,203,0.030386,1.672092,1.051227
4,8,36,36,38,216,0.023421,1.837920,1.272156
4,8,41,36,43,228,0.027525,2.317801,1.737910
4,8,47,36,49,259,0.032207,3.486397,2.712679
4,8,35,36,37,199,0.020960,1.579120,1.123628
5,4,24,25,26,110,0.006917,0.197956,0.164267
5,4,32,25,34,126,0.009584,0.410620,0.489477
4,8,46,36,48,247,0.030457,3.054285,2.661988
5,4,23,25,25,103,0.006941,0.204895,0.178855
4,8,45,36,47,262,0.032208,3.403257,2.584419
5,4,31,25,33,124,0.009355,0.357114,0.380100
5,4,40,25,42,138,0.012453,0.611516,0.652799
5,4,22,25,24,97,0.006468,0.200712,0.198022
5,4,30,25,32,123,0.009319,0.341936,0.309127
5,4,39,25,41,131,0.019160,0.566072,0.596095
4,8,42,36,44,247,0.069889,3.799947,2.411071
4,8,44,36,46,251,0.030004,3.173206,2.397640
4,8,48,36,50,267,0.033742,4.018663,3.316596
5,4,21,25,23,99,0.006466,0.192934,0.160785
5,4,38,25,40,129,0.011165,0.502775,0.544887
5,4,48,25,50,156,0.014936,0.996842,1.026673
5,4,25,25,27,107,0.007181,0.212697,0.225363
5,4,29,25,31,117,0.008446,0.288718,0.301487
5,5,25,30,27,129,0.009915,0.394250,0.271754
5,4,33,25,35,121,0.009559,0.367232,0.387533
5,4,47,25,49,162,0.015257,1.011457,0.947826
5,4,37,25,39,122,0.010418,0.494379,0.524679
4,8,43,36,45,266,0.033312,3.594695,2.344647
5,5,24,30,26,139,0.010023,0.406090,0.256424
5,4,46,25,48,161,0.023291,0.837034,0.944045
4,8,49,36,51,290,0.037812,4.627057,3.317558
5,4,20,25,22,96,0.006206,0.180415,0.123542
5,5,33,30,35,166,0.024242,0.702714,0.583488
5,4,41,25,43,140,0.011664,0.575316,0.703540
5,5,23,30,25,134,0.009823,0.366898,0.224540
5,4,26,25,28,106,0.007295,0.243306,0.213727
5,4,28,25,30,111,0.008449,0.282669,0.267722
5,5,32,30,34,158,0.021324,0.659020,0.485649
5,4,45,25,47,164,0.014702,0.896521,0.809365
5,4,34,25,36,120,0.009719,0.428404,0.443397
5,4,36,25,38,128,0.010586,0.450653,0.486274
5,5,31,30,33,155,0.012630,0.606803,0.487183
5,5,22,30,24,130,0.009465,0.347646,0.206739
5,5,41,30,43,173,0.026750,0.959812,0.967555
5,4,49,25,51,182,0.025615,1.147474,1.219722
5,5,40,30,42,166,0.016526,0.907773,0.782807
5,4,42,25,44,153,0.013326,0.682117,0.756329
